flight_id,tanggal,latitude,longitude,heading,altitude,aircraft_code,registration,time,callsign,airline_icao
7048,10/3/2022,0.5102,101.4461,182,1050,A320,9M-AGM,1664756548,AXM427,AXM
7049,10/3/2022,0.5058,101.4459,181,950,A320,9M-AGM,1664756554,AXM427,AXM
7050,10/3/2022,0.5039,101.4458,181,925,A320,9M-AGM,1664756557,AXM427,AXM
7051,10/3/2022,0.5013,101.4458,181,850,A320,9M-AGM,1664756560,AXM427,AXM
7052,10/3/2022,0.4973,101.4457,181,775,A320,9M-AGM,1664756566,AXM427,AXM
7053,10/3/2022,0.4933,101.4455,182,700,A320,9M-AGM,1664756572,AXM427,AXM
7054,10/3/2022,0.4889,101.4453,182,625,A320,9M-AGM,1664756578,AXM427,AXM
7055,10/3/2022,0.487,101.4452,182,575,A320,9M-AGM,1664756581,AXM427,AXM
7056,10/3/2022,0.4809,101.4451,181,450,A320,9M-AGM,1664756590,AXM427,AXM
7057,10/3/2022,0.4787,101.445,181,400,A320,9M-AGM,1664756594,AXM427,AXM
7058,10/3/2022,0.4767,101.445,181,375,A320,9M-AGM,1664756597,AXM427,AXM
7059,10/3/2022,0.4727,101.4448,181,300,A320,9M-AGM,1664756603,AXM427,AXM
7060,10/3/2022,0.4688,101.4447,181,225,A320,9M-AGM,1664756609,AXM427,AXM
7061,10/3/2022,0.4651,101.4446,181,225,A320,9M-AGM,1664756615,AXM427,AXM
7062,10/3/2022,0.463,101.4446,181,225,A320,9M-AGM,1664756618,AXM427,AXM
7063,10/3/2022,0.4616,101.4445,181,225,A320,9M-AGM,1664756621,AXM427,AXM
7064,10/3/2022,0.4586,101.4445,180,0,A320,9M-AGM,1664756627,AXM427,AXM
7065,10/3/2022,0.4559,101.4444,182,0,A320,9M-AGM,1664756635,AXM427,AXM
7066,10/3/2022,0.4549,101.4443,180,0,A320,9M-AGM,1664756639,AXM427,AXM
7067,10/3/2022,0.4542,101.4443,180,0,A320,9M-AGM,1664756643,AXM427,AXM
7068,10/3/2022,0.4537,101.4443,182,0,A320,9M-AGM,1664756646,AXM427,AXM
7069,10/3/2022,0.4526,101.4443,180,0,A320,9M-AGM,1664756654,AXM427,AXM
7070,10/3/2022,0.4522,101.4444,163,0,A320,9M-AGM,1664756658,AXM427,AXM
7071,10/3/2022,0.4518,101.4445,177,0,A320,9M-AGM,1664756662,AXM427,AXM
7072,10/3/2022,0.4518,101.4442,295,0,A320,9M-AGM,1664756671,AXM427,AXM
7073,10/3/2022,0.452,101.4442,343,0,A320,9M-AGM,1664756674,AXM427,AXM
7074,10/3/2022,0.4521,101.4442,2,0,A320,9M-AGM,1664756678,AXM427,AXM
7075,10/3/2022,0.4522,101.4442,5,0,A320,9M-AGM,1664756682,AXM427,AXM
7076,10/3/2022,0.4526,101.4442,2,0,A320,9M-AGM,1664756690,AXM427,AXM
7077,10/3/2022,0.4528,101.4442,2,0,A320,9M-AGM,1664756694,AXM427,AXM
7078,10/3/2022,0.4531,101.4443,2,0,A320,9M-AGM,1664756699,AXM427,AXM
7079,10/3/2022,0.4533,101.4443,2,0,A320,9M-AGM,1664756703,AXM427,AXM
7080,10/3/2022,0.4536,101.4443,2,0,A320,9M-AGM,1664756707,AXM427,AXM
7081,10/3/2022,0.4542,101.4443,2,0,A320,9M-AGM,1664756715,AXM427,AXM
7082,10/3/2022,0.4546,101.4443,2,0,A320,9M-AGM,1664756719,AXM427,AXM
7083,10/3/2022,0.455,101.4443,2,0,A320,9M-AGM,1664756723,AXM427,AXM
7084,10/3/2022,0.4557,101.4444,2,0,A320,9M-AGM,1664756731,AXM427,AXM
7085,10/3/2022,0.4561,101.4444,4,0,A320,9M-AGM,1664756735,AXM427,AXM
7086,10/3/2022,0.4564,101.4444,2,0,A320,9M-AGM,1664756738,AXM427,AXM
7087,10/3/2022,0.4569,101.4444,2,0,A320,9M-AGM,1664756743,AXM427,AXM
7088,10/3/2022,0.4577,101.4444,2,0,A320,9M-AGM,1664756751,AXM427,AXM
7089,10/3/2022,0.458,101.4444,2,0,A320,9M-AGM,1664756755,AXM427,AXM
7090,10/3/2022,0.4583,101.4444,4,0,A320,9M-AGM,1664756759,AXM427,AXM
7091,10/3/2022,0.4587,101.4445,2,0,A320,9M-AGM,1664756762,AXM427,AXM
7092,10/3/2022,0.4594,101.4445,7,0,A320,9M-AGM,1664756770,AXM427,AXM
7093,10/3/2022,0.4597,101.4445,2,0,A320,9M-AGM,1664756774,AXM427,AXM
7094,10/3/2022,0.4601,101.4445,2,0,A320,9M-AGM,1664756778,AXM427,AXM
7095,10/3/2022,0.4605,101.4445,2,0,A320,9M-AGM,1664756782,AXM427,AXM
7096,10/3/2022,0.4608,101.4445,2,0,A320,9M-AGM,1664756786,AXM427,AXM
7097,10/3/2022,0.4616,101.4445,356,0,A320,9M-AGM,1664756794,AXM427,AXM
7098,10/3/2022,0.462,101.4445,2,0,A320,9M-AGM,1664756798,AXM427,AXM
7099,10/3/2022,0.4624,101.4446,2,0,A320,9M-AGM,1664756803,AXM427,AXM
7100,10/3/2022,0.4629,101.4446,356,0,A320,9M-AGM,1664756807,AXM427,AXM
7101,10/3/2022,0.4635,101.4446,4,0,A320,9M-AGM,1664756814,AXM427,AXM
7102,10/3/2022,0.4638,101.4447,30,0,A320,9M-AGM,1664756819,AXM427,AXM
7103,10/3/2022,0.4638,101.4449,70,0,A320,9M-AGM,1664756823,AXM427,AXM
7104,10/3/2022,0.4638,101.4453,90,0,A320,9M-AGM,1664756831,AXM427,AXM
7105,10/3/2022,0.4638,101.4455,92,0,A320,9M-AGM,1664756835,AXM427,AXM
7106,10/3/2022,0.4638,101.4457,87,0,A320,9M-AGM,1664756838,AXM427,AXM
7107,10/3/2022,0.464,101.4458,47,0,A320,9M-AGM,1664756843,AXM427,AXM
7108,10/3/2022,0.4641,101.4459,22,0,A320,9M-AGM,1664756846,AXM427,AXM
7109,10/3/2022,0.4645,101.4459,2,0,A320,9M-AGM,1664756854,AXM427,AXM
7110,10/3/2022,0.4647,101.4459,2,0,A320,9M-AGM,1664756858,AXM427,AXM
7111,10/3/2022,0.4649,101.4459,2,0,A320,9M-AGM,1664756861,AXM427,AXM
7112,10/3/2022,0.4652,101.4461,45,0,A320,9M-AGM,1664756870,AXM427,AXM
7113,10/3/2022,0.4652,101.4462,70,0,A320,9M-AGM,1664756875,AXM427,AXM
7114,10/3/2022,0.4652,101.4463,84,0,A320,9M-AGM,1664756879,AXM427,AXM
7115,10/3/2022,0.4652,101.4464,90,0,A320,9M-AGM,1664756882,AXM427,AXM
7116,10/3/2022,0.4652,101.4466,90,0,A320,9M-AGM,1664756886,AXM427,AXM
7117,10/3/2022,0.4652,101.4467,90,0,A320,9M-AGM,1664756894,AXM427,AXM
7118,10/3/2022,0.4652,101.4468,90,0,A320,9M-AGM,1664756899,AXM427,AXM
7119,10/3/2022,0.4652,101.4468,90,0,A320,9M-AGM,1664756903,AXM427,AXM
7120,10/3/2022,0.4652,101.4469,90,0,A320,9M-AGM,1664756910,AXM427,AXM
7121,10/3/2022,0.4652,101.4469,90,0,A320,9M-AGM,1664756915,AXM427,AXM
7122,10/3/2022,0.4652,101.4469,90,0,A320,9M-AGM,1664756919,AXM427,AXM
7123,10/3/2022,0.4652,101.4469,90,0,A320,9M-AGM,1664756923,AXM427,AXM
7124,10/3/2022,0.4652,101.4469,90,0,A320,9M-AGM,1664756926,AXM427,AXM
7125,10/3/2022,0.4652,101.4469,90,0,A320,9M-AGM,1664756928,AXM427,AXM
7126,10/3/2022,0.4652,101.4469,90,0,A320,9M-AGM,1664756928,AXM427,AXM
7127,10/3/2022,0.4652,101.4469,90,0,A320,9M-AGM,1664756928,AXM427,AXM
7128,10/3/2022,0.4652,101.4469,90,0,A320,9M-AGM,1664756928,AXM427,AXM
7129,10/3/2022,0.4652,101.4469,90,0,A320,9M-AGM,1664756928,AXM427,AXM
7130,10/3/2022,0.4652,101.4469,90,0,A320,9M-AGM,1664756928,AXM427,AXM
7131,10/3/2022,0.4652,101.4469,90,0,A320,9M-AGM,1664756928,AXM427,AXM
7132,10/3/2022,0.4652,101.4469,90,0,A320,9M-AGM,1664756928,AXM427,AXM
7133,10/3/2022,0.4652,101.4469,90,0,A320,9M-AGM,1664756928,AXM427,AXM
7134,10/3/2022,0.4652,101.4469,90,0,A320,9M-AGM,1664756928,AXM427,AXM
7135,10/3/2022,0.4652,101.4469,90,0,A320,9M-AGM,1664756928,AXM427,AXM
7136,10/3/2022,0.4652,101.4469,90,0,A320,9M-AGM,1664756928,AXM427,AXM
7137,10/3/2022,0.4652,101.4469,90,0,A320,9M-AGM,1664756928,AXM427,AXM
7138,10/3/2022,0.4652,101.4469,90,0,A320,9M-AGM,1664756928,AXM427,AXM
7139,10/3/2022,0.4652,101.4469,90,0,A320,9M-AGM,1664756928,AXM427,AXM
7140,10/3/2022,0.4652,101.4469,90,0,A320,9M-AGM,1664756928,AXM427,AXM
7141,10/3/2022,0.4652,101.4469,90,0,A320,9M-AGM,1664756928,AXM427,AXM
1055,9/27/2022,0.5076,101.4451,184,1050,AT76,9M-LMG,1664254116,MXD310,BTK
1056,9/27/2022,0.5061,101.445,184,1025,AT76,9M-LMG,1664254119,MXD310,BTK
1057,9/27/2022,0.5031,101.4448,183,975,AT76,9M-LMG,1664254125,MXD310,BTK
1058,9/27/2022,0.5017,101.4447,183,950,AT76,9M-LMG,1664254128,MXD310,BTK
1059,9/27/2022,0.5002,101.4446,183,925,AT76,9M-LMG,1664254131,MXD310,BTK
1060,9/27/2022,0.4957,101.4445,176,800,AT76,9M-LMG,1664254141,MXD310,BTK
1061,9/27/2022,0.4957,101.4445,176,800,AT76,9M-LMG,1664254141,MXD310,BTK
1062,9/27/2022,0.4913,101.4451,171,675,AT76,9M-LMG,1664254150,MXD310,BTK
1063,9/27/2022,0.4886,101.4453,178,600,AT76,9M-LMG,1664254156,MXD310,BTK
1064,9/27/2022,0.4854,101.4453,182,525,AT76,9M-LMG,1664254162,MXD310,BTK
1065,9/27/2022,0.4838,101.4452,182,500,AT76,9M-LMG,1664254165,MXD310,BTK
1066,9/27/2022,0.4822,101.4451,182,475,AT76,9M-LMG,1664254168,MXD310,BTK
1067,9/27/2022,0.4776,101.445,180,400,AT76,9M-LMG,1664254177,MXD310,BTK
1068,9/27/2022,0.476,101.445,181,350,AT76,9M-LMG,1664254180,MXD310,BTK
1069,9/27/2022,0.4732,101.4449,181,300,AT76,9M-LMG,1664254186,MXD310,BTK
1070,9/27/2022,0.4718,101.4448,181,275,AT76,9M-LMG,1664254189,MXD310,BTK
1071,9/27/2022,0.4702,101.4448,182,250,AT76,9M-LMG,1664254192,MXD310,BTK
1072,9/27/2022,0.4661,101.4446,181,225,AT76,9M-LMG,1664254201,MXD310,BTK
1073,9/27/2022,0.4644,101.4446,182,0,AT76,9M-LMG,1664254205,MXD310,BTK
1074,9/27/2022,0.4629,101.4446,182,0,AT76,9M-LMG,1664254209,MXD310,BTK
1075,9/27/2022,0.4608,101.4445,182,0,AT76,9M-LMG,1664254217,MXD310,BTK
1076,9/27/2022,0.4597,101.4445,182,0,AT76,9M-LMG,1664254221,MXD310,BTK
1077,9/27/2022,0.4589,101.4445,182,0,AT76,9M-LMG,1664254225,MXD310,BTK
1078,9/27/2022,0.4583,101.4444,182,0,AT76,9M-LMG,1664254229,MXD310,BTK
1079,9/27/2022,0.4577,101.4444,182,0,AT76,9M-LMG,1664254233,MXD310,BTK
1080,9/27/2022,0.4572,101.4445,157,0,AT76,9M-LMG,1664254242,MXD310,BTK
1081,9/27/2022,0.4571,101.4445,163,0,AT76,9M-LMG,1664254246,MXD310,BTK
1082,9/27/2022,0.457,101.4445,163,0,AT76,9M-LMG,1664254250,MXD310,BTK
1083,9/27/2022,0.4569,101.4444,163,0,AT76,9M-LMG,1664254257,MXD310,BTK
1084,9/27/2022,0.4569,101.4443,163,0,AT76,9M-LMG,1664254261,MXD310,BTK
1085,9/27/2022,0.457,101.4443,163,0,AT76,9M-LMG,1664254266,MXD310,BTK
1086,9/27/2022,0.457,101.4443,163,0,AT76,9M-LMG,1664254269,MXD310,BTK
1087,9/27/2022,0.4571,101.4443,163,0,AT76,9M-LMG,1664254274,MXD310,BTK
1088,9/27/2022,0.4574,101.4444,14,0,AT76,9M-LMG,1664254282,MXD310,BTK
1089,9/27/2022,0.4576,101.4444,8,0,AT76,9M-LMG,1664254285,MXD310,BTK
1090,9/27/2022,0.4579,101.4444,2,0,AT76,9M-LMG,1664254289,MXD310,BTK
1091,9/27/2022,0.4582,101.4444,2,0,AT76,9M-LMG,1664254293,MXD310,BTK
1092,9/27/2022,0.459,101.4445,2,0,AT76,9M-LMG,1664254301,MXD310,BTK
1093,9/27/2022,0.4594,101.4445,2,0,AT76,9M-LMG,1664254305,MXD310,BTK
1094,9/27/2022,0.4599,101.4445,2,0,AT76,9M-LMG,1664254309,MXD310,BTK
1095,9/27/2022,0.4608,101.4445,2,0,AT76,9M-LMG,1664254317,MXD310,BTK
1096,9/27/2022,0.4613,101.4445,3,0,AT76,9M-LMG,1664254321,MXD310,BTK
1097,9/27/2022,0.4617,101.4445,4,0,AT76,9M-LMG,1664254325,MXD310,BTK
1098,9/27/2022,0.4621,101.4445,2,0,AT76,9M-LMG,1664254329,MXD310,BTK
1099,9/27/2022,0.4626,101.4446,6,0,AT76,9M-LMG,1664254334,MXD310,BTK
1100,9/27/2022,0.4633,101.4446,2,0,AT76,9M-LMG,1664254342,MXD310,BTK
1101,9/27/2022,0.4635,101.4446,2,0,AT76,9M-LMG,1664254345,MXD310,BTK
1102,9/27/2022,0.4636,101.4446,14,0,AT76,9M-LMG,1664254349,MXD310,BTK
1103,9/27/2022,0.4637,101.4446,30,0,AT76,9M-LMG,1664254352,MXD310,BTK
1104,9/27/2022,0.4638,101.4447,67,0,AT76,9M-LMG,1664254357,MXD310,BTK
1105,9/27/2022,0.4638,101.4447,67,0,AT76,9M-LMG,1664254357,MXD310,BTK
1106,9/27/2022,0.4638,101.4447,67,0,AT76,9M-LMG,1664254357,MXD310,BTK
1107,9/27/2022,0.4638,101.4447,67,0,AT76,9M-LMG,1664254357,MXD310,BTK
1108,9/27/2022,0.4638,101.4447,67,0,AT76,9M-LMG,1664254357,MXD310,BTK
1109,9/27/2022,0.4638,101.4447,67,0,AT76,9M-LMG,1664254357,MXD310,BTK
1110,9/27/2022,0.4638,101.4447,67,0,AT76,9M-LMG,1664254357,MXD310,BTK
1111,9/27/2022,0.4638,101.4447,67,0,AT76,9M-LMG,1664254357,MXD310,BTK
1112,9/27/2022,0.4638,101.4447,67,0,AT76,9M-LMG,1664254357,MXD310,BTK
1113,9/27/2022,0.4638,101.4447,67,0,AT76,9M-LMG,1664254357,MXD310,BTK
1114,9/27/2022,0.4638,101.4447,67,0,AT76,9M-LMG,1664254357,MXD310,BTK
1115,9/27/2022,0.4638,101.4447,67,0,AT76,9M-LMG,1664254357,MXD310,BTK
1116,9/27/2022,0.4638,101.4447,67,0,AT76,9M-LMG,1664254357,MXD310,BTK
1117,9/27/2022,0.4638,101.4447,67,0,AT76,9M-LMG,1664254357,MXD310,BTK
1118,9/27/2022,0.4638,101.4447,67,0,AT76,9M-LMG,1664254357,MXD310,BTK
1119,9/27/2022,0.4638,101.4447,67,0,AT76,9M-LMG,1664254357,MXD310,BTK
1120,9/27/2022,0.4638,101.4447,67,0,AT76,9M-LMG,1664254357,MXD310,BTK
2066,9/28/2022,0.5096,101.4454,182,1125,AT76,9M-LMG,1664340576,MXD310,BTK
2067,9/28/2022,0.5065,101.4452,185,1075,AT76,9M-LMG,1664340582,MXD310,BTK
2068,9/28/2022,0.5049,101.445,185,1025,AT76,9M-LMG,1664340585,MXD310,BTK
2069,9/28/2022,0.5003,101.4447,182,950,AT76,9M-LMG,1664340594,MXD310,BTK
2070,9/28/2022,0.4984,101.4446,182,900,AT76,9M-LMG,1664340598,MXD310,BTK
2071,9/28/2022,0.4969,101.4445,181,875,AT76,9M-LMG,1664340600,MXD310,BTK
2072,9/28/2022,0.4937,101.4447,171,800,AT76,9M-LMG,1664340607,MXD310,BTK
2073,9/28/2022,0.4907,101.4451,175,700,AT76,9M-LMG,1664340612,MXD310,BTK
2074,9/28/2022,0.4874,101.4452,181,625,AT76,9M-LMG,1664340619,MXD310,BTK
2075,9/28/2022,0.486,101.4452,181,600,AT76,9M-LMG,1664340621,MXD310,BTK
2076,9/28/2022,0.4843,101.4451,180,575,AT76,9M-LMG,1664340625,MXD310,BTK
2077,9/28/2022,0.4794,101.445,181,475,AT76,9M-LMG,1664340634,MXD310,BTK
2078,9/28/2022,0.478,101.445,180,450,AT76,9M-LMG,1664340636,MXD310,BTK
2079,9/28/2022,0.4745,101.4449,181,400,AT76,9M-LMG,1664340643,MXD310,BTK
2080,9/28/2022,0.4729,101.4449,181,375,AT76,9M-LMG,1664340646,MXD310,BTK
2081,9/28/2022,0.4686,101.4447,181,275,AT76,9M-LMG,1664340655,MXD310,BTK
2082,9/28/2022,0.4666,101.4447,181,250,AT76,9M-LMG,1664340658,MXD310,BTK
2083,9/28/2022,0.4641,101.4446,182,0,AT76,9M-LMG,1664340663,MXD310,BTK
2084,9/28/2022,0.4633,101.4446,182,0,AT76,9M-LMG,1664340665,MXD310,BTK
2085,9/28/2022,0.4604,101.4445,182,0,AT76,9M-LMG,1664340675,MXD310,BTK
2086,9/28/2022,0.4596,101.4445,182,0,AT76,9M-LMG,1664340679,MXD310,BTK
2087,9/28/2022,0.4592,101.4445,180,0,AT76,9M-LMG,1664340682,MXD310,BTK
2088,9/28/2022,0.4589,101.4445,180,0,AT76,9M-LMG,1664340686,MXD310,BTK
2089,9/28/2022,0.4585,101.4445,160,0,AT76,9M-LMG,1664340694,MXD310,BTK
2090,9/28/2022,0.4583,101.4446,157,0,AT76,9M-LMG,1664340698,MXD310,BTK
2091,9/28/2022,0.4582,101.4445,157,0,AT76,9M-LMG,1664340702,MXD310,BTK
2092,9/28/2022,0.4582,101.4444,157,0,AT76,9M-LMG,1664340706,MXD310,BTK
2093,9/28/2022,0.4585,101.4444,11,0,AT76,9M-LMG,1664340714,MXD310,BTK
2094,9/28/2022,0.4586,101.4444,11,0,AT76,9M-LMG,1664340719,MXD310,BTK
2095,9/28/2022,0.4588,101.4445,5,0,AT76,9M-LMG,1664340722,MXD310,BTK
2096,9/28/2022,0.4591,101.4445,2,0,AT76,9M-LMG,1664340727,MXD310,BTK
2097,9/28/2022,0.4597,101.4445,2,0,AT76,9M-LMG,1664340734,MXD310,BTK
2098,9/28/2022,0.46,101.4445,2,0,AT76,9M-LMG,1664340739,MXD310,BTK
2099,9/28/2022,0.4604,101.4445,2,0,AT76,9M-LMG,1664340742,MXD310,BTK
2100,9/28/2022,0.4609,101.4445,2,0,AT76,9M-LMG,1664340746,MXD310,BTK
2101,9/28/2022,0.4619,101.4445,2,0,AT76,9M-LMG,1664340754,MXD310,BTK
2102,9/28/2022,0.4624,101.4446,2,0,AT76,9M-LMG,1664340759,MXD310,BTK
2103,9/28/2022,0.4628,101.4446,2,0,AT76,9M-LMG,1664340762,MXD310,BTK
2104,9/28/2022,0.4633,101.4446,2,0,AT76,9M-LMG,1664340767,MXD310,BTK
2105,9/28/2022,0.4643,101.4446,2,0,AT76,9M-LMG,1664340775,MXD310,BTK
2106,9/28/2022,0.4648,101.4446,2,0,AT76,9M-LMG,1664340779,MXD310,BTK
2107,9/28/2022,0.4652,101.4446,2,0,AT76,9M-LMG,1664340783,MXD310,BTK
2108,9/28/2022,0.4656,101.4446,2,0,AT76,9M-LMG,1664340787,MXD310,BTK
2109,9/28/2022,0.4661,101.4447,5,0,AT76,9M-LMG,1664340795,MXD310,BTK
2110,9/28/2022,0.4663,101.4447,45,0,AT76,9M-LMG,1664340799,MXD310,BTK
2111,9/28/2022,0.4663,101.4448,73,0,AT76,9M-LMG,1664340801,MXD310,BTK
2112,9/28/2022,0.4663,101.4448,73,0,AT76,9M-LMG,1664340801,MXD310,BTK
2113,9/28/2022,0.4663,101.4448,73,0,AT76,9M-LMG,1664340801,MXD310,BTK
2114,9/28/2022,0.4663,101.4448,73,0,AT76,9M-LMG,1664340801,MXD310,BTK
2115,9/28/2022,0.4663,101.4448,73,0,AT76,9M-LMG,1664340801,MXD310,BTK
2116,9/28/2022,0.4663,101.4448,73,0,AT76,9M-LMG,1664340801,MXD310,BTK
2117,9/28/2022,0.4663,101.4448,73,0,AT76,9M-LMG,1664340801,MXD310,BTK
2118,9/28/2022,0.4663,101.4448,73,0,AT76,9M-LMG,1664340801,MXD310,BTK
2119,9/28/2022,0.4663,101.4448,73,0,AT76,9M-LMG,1664340801,MXD310,BTK
2120,9/28/2022,0.4663,101.4448,73,0,AT76,9M-LMG,1664340801,MXD310,BTK
2121,9/28/2022,0.4663,101.4448,73,0,AT76,9M-LMG,1664340801,MXD310,BTK
2122,9/28/2022,0.4663,101.4448,73,0,AT76,9M-LMG,1664340801,MXD310,BTK
2123,9/28/2022,0.4663,101.4448,73,0,AT76,9M-LMG,1664340801,MXD310,BTK
2124,9/28/2022,0.4663,101.4448,73,0,AT76,9M-LMG,1664340801,MXD310,BTK
2125,9/28/2022,0.4663,101.4448,73,0,AT76,9M-LMG,1664340801,MXD310,BTK
2126,9/28/2022,0.4663,101.4448,73,0,AT76,9M-LMG,1664340801,MXD310,BTK
2127,9/28/2022,0.4663,101.4448,73,0,AT76,9M-LMG,1664340801,MXD310,BTK
2128,9/28/2022,0.4663,101.4448,73,0,AT76,9M-LMG,1664340801,MXD310,BTK
7468,10/3/2022,0.4118,101.4431,1,900,AT76,9M-LMK,1664772983,MXD310,BTK
7469,10/3/2022,0.4146,101.4432,1,850,AT76,9M-LMK,1664772989,MXD310,BTK
7470,10/3/2022,0.4163,101.4432,1,825,AT76,9M-LMK,1664772993,MXD310,BTK
7471,10/3/2022,0.4194,101.4433,1,775,AT76,9M-LMK,1664772999,MXD310,BTK
7472,10/3/2022,0.4225,101.4434,1,700,AT76,9M-LMK,1664773005,MXD310,BTK
7473,10/3/2022,0.4242,101.4434,1,650,AT76,9M-LMK,1664773009,MXD310,BTK
7474,10/3/2022,0.4272,101.4436,2,600,AT76,9M-LMK,1664773015,MXD310,BTK
7475,10/3/2022,0.429,101.4436,1,575,AT76,9M-LMK,1664773018,MXD310,BTK
7476,10/3/2022,0.4305,101.4436,1,550,AT76,9M-LMK,1664773021,MXD310,BTK
7477,10/3/2022,0.4337,101.4437,1,500,AT76,9M-LMK,1664773028,MXD310,BTK
7478,10/3/2022,0.437,101.4438,1,450,AT76,9M-LMK,1664773034,MXD310,BTK
7479,10/3/2022,0.4384,101.4438,2,450,AT76,9M-LMK,1664773037,MXD310,BTK
7480,10/3/2022,0.4399,101.4439,2,400,AT76,9M-LMK,1664773040,MXD310,BTK
7481,10/3/2022,0.4448,101.444,1,325,AT76,9M-LMK,1664773050,MXD310,BTK
7482,10/3/2022,0.4463,101.4441,1,300,AT76,9M-LMK,1664773054,MXD310,BTK
7483,10/3/2022,0.4479,101.4441,1,275,AT76,9M-LMK,1664773057,MXD310,BTK
7484,10/3/2022,0.4505,101.4442,1,225,AT76,9M-LMK,1664773063,MXD310,BTK
7485,10/3/2022,0.4545,101.4443,2,0,AT76,9M-LMK,1664773071,MXD310,BTK
7486,10/3/2022,0.4562,101.4444,2,0,AT76,9M-LMK,1664773075,MXD310,BTK
7487,10/3/2022,0.4577,101.4444,2,0,AT76,9M-LMK,1664773079,MXD310,BTK
7488,10/3/2022,0.4588,101.4445,2,0,AT76,9M-LMK,1664773083,MXD310,BTK
7489,10/3/2022,0.4609,101.4445,2,0,AT76,9M-LMK,1664773091,MXD310,BTK
7490,10/3/2022,0.4616,101.4445,2,0,AT76,9M-LMK,1664773095,MXD310,BTK
7491,10/3/2022,0.4623,101.4445,2,0,AT76,9M-LMK,1664773099,MXD310,BTK
7492,10/3/2022,0.4628,101.4446,2,0,AT76,9M-LMK,1664773103,MXD310,BTK
7493,10/3/2022,0.4633,101.4446,2,0,AT76,9M-LMK,1664773110,MXD310,BTK
7494,10/3/2022,0.4635,101.4446,5,0,AT76,9M-LMK,1664773114,MXD310,BTK
7495,10/3/2022,0.4637,101.4447,28,0,AT76,9M-LMK,1664773118,MXD310,BTK
7496,10/3/2022,0.4638,101.4448,53,0,AT76,9M-LMK,1664773122,MXD310,BTK
7497,10/3/2022,0.4638,101.445,84,0,AT76,9M-LMK,1664773130,MXD310,BTK
7498,10/3/2022,0.4638,101.4451,84,0,AT76,9M-LMK,1664773134,MXD310,BTK
7499,10/3/2022,0.4638,101.4453,92,0,AT76,9M-LMK,1664773138,MXD310,BTK
7500,10/3/2022,0.4638,101.4454,92,0,AT76,9M-LMK,1664773142,MXD310,BTK
7501,10/3/2022,0.4638,101.4456,90,0,AT76,9M-LMK,1664773150,MXD310,BTK
7502,10/3/2022,0.4638,101.4457,90,0,AT76,9M-LMK,1664773154,MXD310,BTK
7503,10/3/2022,0.4639,101.4458,45,0,AT76,9M-LMK,1664773158,MXD310,BTK
7504,10/3/2022,0.4641,101.4459,2,0,AT76,9M-LMK,1664773164,MXD310,BTK
7505,10/3/2022,0.4642,101.4459,3,0,AT76,9M-LMK,1664773167,MXD310,BTK
7506,10/3/2022,0.4642,101.4459,3,0,AT76,9M-LMK,1664773167,MXD310,BTK
7507,10/3/2022,0.4642,101.4459,3,0,AT76,9M-LMK,1664773167,MXD310,BTK
7508,10/3/2022,0.4642,101.4459,3,0,AT76,9M-LMK,1664773167,MXD310,BTK
7509,10/3/2022,0.4642,101.4459,3,0,AT76,9M-LMK,1664773167,MXD310,BTK
7510,10/3/2022,0.4642,101.4459,3,0,AT76,9M-LMK,1664773167,MXD310,BTK
7511,10/3/2022,0.4642,101.4459,3,0,AT76,9M-LMK,1664773167,MXD310,BTK
7512,10/3/2022,0.4642,101.4459,3,0,AT76,9M-LMK,1664773167,MXD310,BTK
7513,10/3/2022,0.4642,101.4459,3,0,AT76,9M-LMK,1664773167,MXD310,BTK
7514,10/3/2022,0.4642,101.4459,3,0,AT76,9M-LMK,1664773167,MXD310,BTK
7515,10/3/2022,0.4642,101.4459,3,0,AT76,9M-LMK,1664773167,MXD310,BTK
7516,10/3/2022,0.4642,101.4459,3,0,AT76,9M-LMK,1664773167,MXD310,BTK
7517,10/3/2022,0.4642,101.4459,3,0,AT76,9M-LMK,1664773167,MXD310,BTK
7518,10/3/2022,0.4642,101.4459,3,0,AT76,9M-LMK,1664773167,MXD310,BTK
7519,10/3/2022,0.4642,101.4459,3,0,AT76,9M-LMK,1664773167,MXD310,BTK
7520,10/3/2022,0.4642,101.4459,3,0,AT76,9M-LMK,1664773167,MXD310,BTK
7521,10/3/2022,0.4642,101.4459,3,0,AT76,9M-LMK,1664773167,MXD310,BTK
7522,10/3/2022,0.4642,101.4459,3,0,AT76,9M-LMK,1664773167,MXD310,BTK
3575,9/29/2022,0.5092,101.4453,179,1075,AT76,9M-LMU,1664426679,MXD310,BTK
3576,9/29/2022,0.506,101.4454,178,975,AT76,9M-LMU,1664426685,MXD310,BTK
3577,9/29/2022,0.503,101.4454,180,925,AT76,9M-LMU,1664426691,MXD310,BTK
3578,9/29/2022,0.4996,101.4454,180,825,AT76,9M-LMU,1664426697,MXD310,BTK
3579,9/29/2022,0.498,101.4453,180,800,AT76,9M-LMU,1664426700,MXD310,BTK
3580,9/29/2022,0.4964,101.4453,181,775,AT76,9M-LMU,1664426703,MXD310,BTK
3581,9/29/2022,0.4916,101.4452,181,675,AT76,9M-LMU,1664426712,MXD310,BTK
3582,9/29/2022,0.4901,101.4452,180,650,AT76,9M-LMU,1664426715,MXD310,BTK
3583,9/29/2022,0.4877,101.4452,180,600,AT76,9M-LMU,1664426719,MXD310,BTK
